村里,總統票總數,柯文哲,賴清德,侯友宜
新竹縣竹東鎮頭重里,3340,1152,896,1292
臺北市南港區成福里,4709,1150,1580,1979
臺中市豐原區南村里,3895,1149,1599,1147
臺中市霧峰區本堂里,4202,1149,1442,1611
桃園市桃園區福元里,3408,1148,1098,1162
臺中市北屯區平田里,4034,1148,1460,1426
新北市板橋區華德里,4335,1147,1667,1521
高雄市楠梓區中和里,3434,1147,1608,679
彰化縣彰化市崙平里,3820,1146,1352,1322
臺北市文山區政大里,4681,1145,1571,1965
臺南市仁德區上崙里,4419,1145,2266,1008
臺南市東區大智里,4667,1145,1911,1611
桃園市中壢區龍慈里,3451,1144,889,1418
桃園市桃園區中聖里,3886,1143,1196,1547
雲林縣斗六市保庄里,3984,1142,1534,1308
苗栗縣頭份市山下里,3038,1140,694,1204
臺北市萬華區新起里,4321,1138,1688,1495
新北市三重區光陽里,4280,1138,1763,1379
新北市汐止區復興里,4789,1138,1762,1889
臺中市大雅區大楓里,3546,1138,1350,1058
新北市土城區清溪里,4245,1137,1564,1544
金門縣金寧鄉湖埔村,3146,1137,366,1643
臺北市士林區後港里,4788,1136,2162,1490
新北市中和區中興里,4246,1136,1364,1746
新北市土城區延和里,4107,1135,1657,1315
桃園市平鎮區東勢里,3858,1135,1491,1232
新北市八里區龍源里,4898,1134,1894,1870
新竹市北區中寮里,2798,1134,935,729
新北市新莊區福基里,3800,1132,1462,1206
桃園市平鎮區復興里,3678,1132,1344,1202
臺中市南區福平里,3843,1131,1518,1194
臺北市北投區裕民里,4824,1130,1951,1743
嘉義縣大林鎮平林里,4252,1130,1815,1307
臺中市豐原區中陽里,3911,1129,1573,1209
新竹市北區金華里,3492,1129,1223,1140
臺北市信義區大仁里,3812,1128,1376,1308
新北市三重區富貴里,4316,1128,1785,1403
桃園市中壢區忠孝里,3373,1127,1031,1215
臺中市西屯區福恩里,3600,1127,1280,1193
臺中市北屯區同榮里,3974,1127,1408,1439
新竹市東區三民里,3402,1127,1249,1026
桃園市八德區茄明里,3439,1125,1166,1148
臺南市永康區西勢里,4465,1125,2280,1060
高雄市三民區鼎西里,4775,1125,2407,1243
新北市新店區五峯里,5019,1124,1530,2365
新北市淡水區民生里,4693,1124,1782,1787
臺南市安南區國安里,3367,1124,1641,602
臺中市南屯區溝墘里,4091,1123,1557,1411
新竹市香山區香山里,3138,1123,1132,883
新竹縣竹北市北崙里,2960,1122,793,1045
臺北市士林區葫蘆里,4573,1120,1985,1468
新北市蘆洲區永樂里,3853,1119,1693,1041
新竹縣新埔鎮田新里,2727,1119,679,929
臺北市中正區文祥里,4580,1118,1735,1727
臺北市士林區社園里,4378,1118,2136,1124
臺北市北投區福興里,4354,1117,1795,1442
新北市中和區連城里,4238,1117,1344,1777
新北市淡水區福德里,4711,1117,1652,1942
桃園市桃園區中信里,3935,1117,1437,1381
南投縣埔里鎮大城里,3962,1117,1242,1603
新北市新莊區福興里,3915,1116,1644,1155
新北市三峽區介壽里,3825,1116,1542,1167
高雄市三民區本和里,4961,1116,2365,1480
新竹縣竹北市隘口里,2793,1116,890,787
苗栗縣竹南鎮海口里,3054,1116,964,974
南投縣南投市平山里,3815,1116,1349,1350
桃園市大溪區仁善里,3371,1115,1208,1048
臺北市中山區行仁里,4846,1114,2119,1613
苗栗縣苗栗市福麗里,3636,1114,787,1735
臺北市大安區黎孝里,4793,1113,1697,1983
高雄市前鎮區竹南里,4673,1113,2124,1436
桃園市平鎮區湧光里,3654,1112,1218,1324
臺北市大同區至聖里,4831,1111,2269,1451
桃園市桃園區大業里,3630,1111,1269,1250
雲林縣虎尾鎮平和里,3438,1111,1198,1129
臺南市永康區龍潭里,4324,1110,2306,908
臺北市北投區榮光里,4240,1109,1632,1499
桃園市中壢區後寮里,3451,1109,1070,1272
臺中市西屯區港尾里,3653,1109,1406,1138
臺北市文山區景東里,4323,1107,1273,1943
臺北市士林區福佳里,4765,1107,2034,1624
臺中市南屯區同心里,3857,1107,1430,1320
新竹縣竹東鎮大鄉里,3098,1106,686,1306
臺北市信義區泰和里,4526,1105,1589,1832
臺北市中正區三愛里,5020,1104,1961,1955
臺北市內湖區碧山里,4441,1102,1596,1743
臺中市南區新榮里,3451,1102,1217,1132
新北市板橋區華江里,4564,1101,1853,1610
桃園市桃園區經國里,3667,1101,1229,1337
新竹市北區南勢里,3195,1101,1362,732
新北市新店區寶福里,4702,1100,1354,2248
臺中市大甲區中山里,3353,1100,1124,1129
南投縣南投市營北里,4535,1100,1157,2278
彰化縣彰化市下廍里,3707,1099,1348,1260
臺北市南港區重陽里,3801,1098,1300,1403
高雄市大寮區永芳里,4642,1098,2303,1241
南投縣南投市平和里,4230,1098,1577,1555
苗栗縣頭份市興隆里,3241,1097,737,1407
新北市三重區過田里,4213,1096,1735,1382
新竹縣竹北市興安里,2851,1096,770,985
臺中市外埔區大同里,3370,1095,1075,1200
臺北市文山區明興里,4215,1094,1249,1872
臺北市士林區天玉里,5248,1094,2149,2005
臺中市沙鹿區斗抵里,3436,1093,1283,1060
苗栗縣苗栗市文山里,3201,1092,733,1376
新竹市東區文華里,3324,1092,1164,1068
臺北市北投區永欣里,4993,1091,1970,1932
新北市新莊區裕民里,4110,1091,1893,1126
臺北市大安區大學里,5111,1088,1915,2108
新北市蘆洲區中原里,3742,1088,1627,1027
桃園市八德區大正里,3236,1088,1108,1040
桃園市平鎮區莊敬里,3426,1088,922,1416
臺中市大雅區四德里,3312,1088,1186,1038
桃園市大溪區仁和里,3563,1087,1274,1202
臺中市西區昇平里,4033,1087,1644,1302
臺北市北投區吉利里,4242,1086,1525,1631
桃園市楊梅區青山里,3032,1086,889,1057
新北市土城區金城里,3675,1085,1267,1323
桃園市桃園區北埔里,3419,1084,1138,1197
臺中市北屯區陳平里,3382,1084,1133,1165
彰化縣鹿港鎮東崎里,3550,1084,1443,1023
桃園市中壢區中山里,3282,1083,848,1351
臺北市文山區試院里,4337,1082,1229,2026
臺中市大肚區蔗廍里,3550,1082,1439,1029
基隆市信義區孝深里,3399,1082,996,1321
新北市新莊區民安里,3589,1081,1414,1094
桃園市龍潭區烏林里,3182,1081,955,1146
高雄市楠梓區五常里,4151,1081,2060,1010
新北市樹林區保安里,3872,1080,1570,1222
臺中市東區十甲里,3543,1080,1449,1014
臺中市北屯區平心里,3396,1080,1116,1200
臺南市新營區新南里,3813,1080,1654,1079
臺北市信義區雙和里,4471,1079,1503,1889
臺北市士林區芝山里,4724,1079,1877,1768
桃園市楊梅區梅溪里,2940,1079,850,1011
桃園市八德區福元里,3026,1079,990,957
南投縣南投市新興里,3451,1078,1251,1122
新北市板橋區廣德里,4293,1077,1706,1510
新北市汐止區湖光里,4202,1076,1418,1708
臺中市北屯區松茂里,3746,1076,1265,1405
新竹市北區新雅里,3171,1076,1216,879
臺北市中山區下埤里,4722,1075,2011,1636
桃園市桃園區中原里,3401,1075,1128,1198
臺中市西區公舘里,4024,1075,1628,1321
高雄市岡山區台上里,4115,1075,1964,1076
嘉義市西區車店里,4011,1075,1740,1196
新北市樹林區山佳里,3590,1074,1451,1065
臺南市東區崇文里,4206,1074,1807,1325
高雄市三民區本揚里,5189,1073,2507,1609
臺中市太平區光華里,3699,1072,1314,1313
新北市新莊區中港里,3904,1071,1667,1166
臺中市北屯區松勇里,3776,1071,1357,1348
苗栗縣苗栗市北苗里,3641,1071,887,1683
彰化縣彰化市延和里,3635,1071,1375,1189
臺中市潭子區栗林里,3632,1070,1509,1053
臺北市松山區吉祥里,4932,1069,1852,2011
新北市汐止區自強里,3786,1069,1410,1307
桃園市觀音區樹林里,2986,1069,1057,860
臺中市北屯區松安里,3502,1069,1249,1184
桃園市蘆竹區南興里,3759,1068,1346,1345
南投縣南投市內興里,3869,1068,1142,1659
臺北市內湖區西安里,4237,1066,1518,1653
臺北市士林區永倫里,4367,1064,2160,1143
桃園市中壢區光明里,3812,1064,1288,1460
彰化縣和美鎮糖友里,3173,1064,992,1117
桃園市中壢區明德里,3427,1063,1184,1180
臺中市南區永和里,3332,1063,1215,1054
新竹市北區民富里,3271,1063,1306,902
新北市新莊區立基里,3915,1062,1600,1253
新北市三峽區礁溪里,3821,1061,1487,1273
臺北市士林區百齡里,4151,1060,1830,1261
新北市新莊區中美里,3844,1060,1642,1142
臺南市東區裕聖里,3621,1060,1406,1155
臺南市永康區塩洲里,4116,1059,2095,962
嘉義市西區湖內里,3672,1059,1691,922
桃園市龜山區幸福里,3250,1058,1139,1053
桃園市龍潭區黃唐里,3238,1056,1018,1164
臺中市南屯區大同里,3685,1056,1476,1153
基隆市中正區砂子里,3669,1056,1238,1375
臺北市信義區國業里,4369,1055,1543,1771
臺北市大安區古莊里,4411,1055,1626,1730
新北市蘆洲區玉清里,3767,1055,1558,1154
桃園市中壢區芝芭里,3593,1055,1585,953
新北市中和區員山里,4051,1054,1570,1427
新北市蘆洲區南港里,3562,1054,1580,928
臺中市大甲區頂店里,3241,1054,1189,998
臺北市大同區重慶里,4083,1052,1700,1331
臺北市文山區萬隆里,4428,1052,1385,1991
桃園市中壢區自立里,3605,1050,504,2051
彰化縣花壇鄉長沙村,3476,1050,1151,1275
臺中市北區明德里,3787,1049,1444,1294
臺中市南屯區向心里,3627,1049,1359,1219
新北市樹林區彭興里,3444,1048,1459,937
嘉義縣民雄鄉北斗村,3603,1048,1589,966
臺中市后里區墩東里,3442,1046,1203,1193
桃園市中壢區成功里,3069,1044,911,1114
桃園市龜山區山頂里,3536,1043,1303,1190
臺南市中西區西湖里,4347,1043,2037,1267
基隆市安樂區內寮里,3753,1043,1327,1383
臺北市萬華區頂碩里,4349,1042,2010,1297
桃園市平鎮區宋屋里,3124,1042,1062,1020
臺北市南港區東明里,3516,1041,1161,1314
新北市土城區清和里,3836,1041,1643,1152
臺中市太平區德隆里,3294,1041,1328,925
臺南市永康區北興里,3794,1041,1875,878
臺北市松山區民有里,5434,1040,2378,2016
臺北市北投區振華里,4589,1040,1785,1764
新北市板橋區社後里,4060,1040,1701,1319
臺中市神岡區大社里,3163,1040,1211,912
桃園市新屋區頭洲里,3279,1039,1290,950
屏東縣潮州鎮三共里,4502,1039,2034,1429
臺北市信義區廣居里,4526,1038,1568,1920
臺中市北區建興里,3843,1038,1526,1279
臺北市中山區中山里,4181,1037,1672,1472
臺北市士林區福中里,4117,1037,1862,1218
新北市板橋區宏翠里,3712,1037,1469,1206
新北市五股區成州里,3730,1037,1636,1057
苗栗縣頭份市文化里,2718,1037,697,984
新竹市香山區東香里,3049,1037,974,1038
新北市三重區福祉里,3719,1036,1582,1101
新北市土城區永富里,3462,1036,1351,1075
桃園市中壢區龍東里,3493,1036,637,1820
臺中市西屯區逢甲里,3314,1036,1160,1118
桃園市中壢區復興里,2735,1035,889,811
屏東縣屏東市北興里,4222,1035,1701,1486
桃園市桃園區新埔里,3576,1032,1249,1295
桃園市中壢區振興里,3470,1032,1094,1344
臺中市西區忠明里,4057,1032,1673,1352
新北市三芝區埔坪里,3990,1031,1388,1571
臺中市西屯區西平里,3376,1031,1053,1292
臺中市西區公平里,3596,1030,1331,1235
臺北市南港區南港里,3599,1029,1335,1235
新北市深坑區埔新里,3992,1028,1422,1542
桃園市大園區青峰里,3061,1028,1030,1003
高雄市鳳山區鳳東里,4620,1028,2147,1445
苗栗縣頭份市田寮里,2881,1027,733,1121
新北市三重區田安里,3936,1026,1710,1200
臺中市大雅區橫山里,3195,1026,1197,972
臺北市內湖區金瑞里,4263,1025,1669,1569
新北市中和區力行里,3997,1025,1435,1537
臺中市西屯區何安里,3578,1025,1388,1165
南投縣南投市三興里,3769,1025,1281,1463
新北市永和區保安里,4467,1023,1595,1849
臺中市太平區太平里,3624,1023,1566,1035
彰化縣秀水鄉福安村,3283,1023,1203,1057
臺南市善化區光文里,3849,1022,1873,954
高雄市鳳山區文山里,4382,1022,2199,1161
基隆市中正區新富里,3244,1022,947,1275
基隆市安樂區鶯安里,3796,1022,1150,1624
臺南市北區福德里,3655,1021,1693,941
新北市蘆洲區恆德里,3789,1020,1584,1185
桃園市楊梅區金溪里,2930,1020,803,1107
臺北市文山區萬美里,4318,1019,1335,1964
新北市樹林區彭福里,3371,1019,1361,991
桃園市平鎮區雙連里,3311,1019,1151,1141
新竹縣湖口鄉愛勢村,2983,1019,795,1169
新北市汐止區江北里,3835,1017,1460,1358
臺南市歸仁區南保里,4283,1017,2271,995
高雄市大寮區大寮里,4447,1017,2399,1031
桃園市中壢區仁福里,3298,1016,884,1398
臺北市內湖區港墘里,3797,1015,1431,1351
桃園市中壢區內厝里,3536,1015,1572,949
新北市新店區玫瑰里,3716,1014,1009,1693
彰化縣員林市南興里,3387,1014,1196,1177
臺中市西區忠誠里,3990,1013,1684,1293
臺中市大雅區西寶里,3356,1013,1344,999
臺北市中山區集英里,4148,1012,1875,1261
臺中市西屯區協和里,3308,1012,1342,954
雲林縣斗六市三平里,3511,1012,1204,1295
嘉義縣中埔鄉和興村,3797,1012,1761,1024
基隆市暖暖區碇安里,3517,1011,1185,1321
新竹市北區境福里,3291,1011,1206,1074
新北市土城區員仁里,3518,1010,1359,1149
新北市蘆洲區鷺江里,3469,1010,1471,988
桃園市中壢區信義里,3269,1010,1074,1185
臺北市北投區中心里,3938,1009,1582,1347
新北市中和區秀景里,4127,1009,1246,1872
新北市淡水區八勢里,4608,1009,1706,1893
臺中市沙鹿區福興里,2982,1009,991,982
臺北市文山區興安里,4226,1007,1228,1991
新北市五股區德音里,3486,1007,1358,1121
臺中市南區和平里,3019,1007,1117,895
臺中市北屯區大德里,3393,1007,1069,1317
高雄市三民區寶安里,4707,1007,2173,1527
新北市板橋區懷翠里,3787,1006,1692,1089
新北市蘆洲區仁德里,3396,1006,1509,881
新竹縣湖口鄉勝利村,2832,1006,611,1215
臺北市內湖區明湖里,3275,1005,1146,1124
臺中市沙鹿區公明里,3097,1004,911,1182
新北市三重區六福里,3532,1003,1600,929
桃園市大溪區南興里,3484,1003,1475,1006
桃園市桃園區中平里,3354,1002,1182,1170
桃園市觀音區崙坪里,3396,1002,1563,831
臺南市新營區新北里,3506,1002,1443,1061
新北市板橋區溪洲里,3595,1001,1476,1118
新北市三重區田中里,3957,1001,1936,1020
新北市樹林區東陽里,3611,1001,1446,1164
新北市汐止區湖興里,4353,1001,1412,1940
新北市淡水區竹圍里,4069,1000,1462,1607
臺南市永康區六合里,3864,1000,1714,1150
臺中市北屯區平安里,3775,999,1475,1301
臺北市大同區鄰江里,3912,998,1846,1068
新北市板橋區埔墘里,4071,998,1729,1344
桃園市桃園區長德里,3526,998,1433,1095
臺北市北投區智仁里,3672,997,1382,1293
新北市汐止區北山里,3880,997,1412,1471
桃園市龜山區新路里,3667,997,1462,1208
臺中市豐原區西安里,3550,997,1437,1116
新北市新莊區中隆里,3392,996,1399,997
新北市新店區信義里,4392,996,1474,1922
南投縣草屯鎮碧峰里,3265,996,1222,1047
花蓮縣吉安鄉仁里村,4036,995,997,2044
基隆市中山區中和里,3616,995,1164,1457
桃園市大溪區一德里,3754,993,1727,1034
臺中市烏日區溪埧里,3338,993,1307,1038
臺中市龍井區新東里,3414,993,1211,1210
高雄市三民區寶業里,4160,993,1939,1228
彰化縣鹿港鎮廖厝里,3044,993,1044,1007
新北市土城區廣福里,3546,991,1308,1247
嘉義市東區荖藤里,3204,991,1358,855
臺北市松山區東榮里,4789,990,1988,1811
桃園市中壢區忠福里,2997,990,1027,980
臺北市南港區九如里,3884,989,1264,1631
臺南市安南區海東里,3847,989,2049,809
臺北市南港區合成里,4076,988,1571,1517
臺北市內湖區內湖里,4054,988,1415,1651
臺南市安南區安順里,3528,988,1734,806
嘉義縣太保市麻寮里,3249,988,1444,817
臺北市士林區名山里,4467,986,1781,1700
臺北市北投區桃源里,3739,986,1577,1176
新竹市東區建功里,2907,986,589,1332
臺南市永康區大橋里,3946,985,1827,1134
新北市蘆洲區九芎里,3364,984,1409,971
新竹縣湖口鄉中勢村,2616,984,662,970
臺中市霧峰區甲寅里,3412,982,1247,1183
臺北市中山區江山里,4639,980,2076,1583
臺北市萬華區和平里,3976,980,1899,1097
桃園市平鎮區高雙里,3282,980,1295,1007
臺中市北屯區平陽里,3421,979,1223,1219
彰化縣溪湖鎮湖東里,3222,979,1207,1036
新北市三重區永豐里,3520,978,1590,952
臺中市西區土庫里,4055,978,1762,1315
彰化縣彰化市台鳳里,3053,978,983,1092
新北市蘆洲區仁愛里,3398,976,1521,901
桃園市平鎮區平鎮里,3176,976,1167,1033
新竹縣新豐鄉忠孝村,2623,976,612,1035
臺中市東勢區新盛里,3466,975,1211,1280
彰化縣鹿港鎮埔崙里,3595,975,1717,903
臺北市信義區松友里,3965,974,1408,1583
新北市淡水區水碓里,3603,974,1434,1195
臺中市西屯區大鵬里,3325,974,1142,1209
臺北市北投區開明里,4139,973,1594,1572
新北市中和區景平里,3989,973,1152,1864
臺北市信義區惠安里,3907,972,1233,1702
臺北市大同區民權里,3946,972,1761,1213
臺北市士林區天和里,4506,972,1811,1723
新北市八里區訊塘里,3413,972,1248,1193
桃園市平鎮區新安里,3047,972,892,1183
新北市三重區永發里,3744,970,1805,969
臺中市北區淡溝里,3630,970,1444,1216
高雄市三民區寶興里,4571,970,2286,1315
基隆市安樂區壯觀里,3201,970,954,1277
金門縣金城鎮西門里,3675,970,349,2356
臺中市西屯區福和里,3086,969,1321,796
臺北市士林區福華里,3748,968,1582,1198
桃園市八德區大漢里,2810,968,839,1003
臺北市信義區黎平里,4332,967,1482,1883
臺中市太平區宜昌里,2990,967,1146,877
臺南市善化區小新里,3253,967,1571,715
高雄市仁武區五和里,3740,967,1869,904
桃園市桃園區大豐里,3441,965,1365,1111
臺北市士林區富洲里,3883,964,2117,802
新北市新店區安昌里,3603,964,1065,1574
臺南市永康區崑山里,4150,964,2162,1024
臺北市文山區興得里,3813,963,1164,1686
臺北市大安區新龍里,4174,962,1137,2075
臺北市士林區富光里,3648,962,1679,1007
